Ret.Time	Absolute Intensity
2.000	2933144
2.002	2567050
2.003	718827
2.005	55942
2.007	7316
2.008	1562
2.010	521
2.012	2431
2.013	6510
2.015	10215
2.017	12197
2.018	13974
2.020	15774
2.022	15926
2.023	14738
2.025	14064
2.027	14159
2.028	14483
2.030	14725
2.032	14430
2.033	13579
2.035	13112
2.037	13835
2.038	15189
2.040	15962
2.042	15949
2.043	16447
2.045	18052
2.047	19630
2.048	20313
2.050	20341
2.052	20020
2.053	19743
2.055	20141
2.057	21060
2.058	21031
2.060	19550
2.062	17456
2.063	15860
2.065	15104
2.067	15024
2.068	15514
2.070	16230
2.072	16327
2.073	15175
2.075	13710
2.077	13826
2.078	15629
2.080	18495
2.082	21507
2.083	23780
2.085	24506
2.087	24542
2.088	25530
2.090	28379
2.092	33273
2.093	40429
2.095	50039
2.097	60836
2.098	69872
2.100	74557
2.102	74471
2.103	70409
2.105	63486
2.107	56858
2.108	54050
2.110	57165
2.112	65347
2.113	75435
2.115	83765
2.117	87984
2.118	85558
2.120	75996
2.122	62891
2.123	51548
2.125	43984
2.127	40573
2.128	41839
2.130	48620
2.132	60696
2.133	74847
2.135	86228
2.137	92217
2.138	93768
2.140	92758
2.142	89420
2.143	83571
2.145	75673
2.147	66818
2.148	58292
2.150	50769
2.152	44185
2.153	38617
2.155	34422
2.157	32113
2.158	31960
2.160	32962
2.162	33227
2.163	33685
2.165	38435
2.167	49558
2.168	65747
2.170	84345
2.172	102340
2.173	115642
2.175	121771
2.177	119344
2.178	107921
2.180	90106
2.182	72040
2.183	57832
2.185	46646
2.187	37215
2.188	30403
2.190	26222
2.192	23064
2.193	20419
2.195	19443
2.197	19941
2.198	20172
2.200	19494
2.202	18937
2.203	19004
2.205	18672
2.207	17628
2.208	17315
2.210	18572
2.212	20107
2.213	20260
2.215	18938
2.217	17439
2.218	17479
2.220	20880
2.222	26878
2.223	32942
2.225	37933
2.227	42727
2.228	46049
2.230	45183
2.232	40413
2.233	35282
2.235	32285
2.237	31389
2.238	33090
2.240	38908
2.242	49447
2.243	62841
2.245	75527
2.247	84919
2.248	89376
2.250	88374
2.252	82317
2.253	73204
2.255	63795
2.257	56748
2.258	53278
2.260	52409
2.262	53260
2.263	56687
2.265	62237
2.267	66763
2.268	66969
2.270	63305
2.272	57680
2.273	51213
2.275	45510
2.277	43218
2.278	45182
2.280	49710
2.282	55177
2.283	60382
2.285	64024
2.287	65582
2.288	65855
2.290	66454
2.292	69910
2.293	80168
2.295	99761
2.297	125190
2.298	149046
2.300	164276
2.302	167558
2.303	159003
2.305	141443
2.307	119193
2.308	96246
2.310	75351
2.312	58914
2.313	49750
2.315	48852
2.317	56250
2.318	74676
2.320	107408
2.322	152254
2.323	200465
2.325	241467
2.327	265510
2.328	266659
2.330	245485
2.332	208069
2.333	162206
2.335	117019
2.337	81259
2.338	58316
2.340	45229
2.342	37643
2.343	33037
2.345	31165
2.347	31327
2.348	31502
2.350	30841
2.352	29955
2.353	28883
2.355	27841
2.357	27076
2.358	26608
2.360	26067
2.362	25909
2.363	26131
2.365	26873
2.367	27972
2.368	28302
2.370	26930
2.372	25254
2.373	24255
2.375	22536
2.377	19937
2.378	18740
2.380	19718
2.382	20753
2.383	21225
2.385	21948
2.387	22726
2.388	22872
2.390	22790
2.392	23500
2.393	24827
2.395	25621
2.397	25455
2.398	25230
2.400	25233
2.402	24845
2.403	23582
2.405	22539
2.407	22228
2.408	22883
2.410	23290
2.412	22691
2.413	21254
2.415	20159
2.417	19762
2.418	19702
2.420	19822
2.422	19759
2.423	19253
2.425	18795
2.427	18777
2.428	19279
2.430	19741
2.432	19249
2.433	17915
2.435	16952
2.437	16711
2.438	16445
2.440	16290
2.442	16484
2.443	16930
2.445	17378
2.447	17571
2.448	16778
2.450	15643
2.452	14924
2.453	14550
2.455	14219
2.457	14219
2.458	14492
2.460	14857
2.462	15049
2.463	15201
2.465	15720
2.467	16952
2.468	18117
2.470	18406
2.472	17805
2.473	17079
2.475	16926
2.477	18021
2.478	19810
2.480	20804
2.482	20549
2.483	20255
2.485	20643
2.487	21387
2.488	22247
2.490	22405
2.492	21678
2.493	21092
2.495	21409
2.497	21746
2.498	21521
2.500	21700
2.502	23489
2.503	26558
2.505	30048
2.507	33619
2.508	37806
2.510	44287
2.512	56265
2.513	75982
2.515	106051
2.517	149515
2.518	205008
2.520	262143
2.522	308609
2.523	335344
2.525	336721
2.527	311275
2.528	265312
2.530	208378
2.532	151205
2.533	102702
2.535	67634
2.537	44950
2.538	31902
2.540	25764
2.542	22971
2.543	21075
2.545	20376
2.547	21802
2.548	23757
2.550	24478
2.552	24249
2.553	23674
2.555	22261
2.557	19900
2.558	17219
2.560	15101
2.562	14361
2.563	15129
2.565	16756
2.567	18233
2.568	18904
2.570	18811
2.572	18225
2.573	17743
2.575	17695
2.577	18282
2.578	20525
2.580	26031
2.582	34099
2.583	41837
2.585	47951
2.587	53069
2.588	56868
2.590	58019
2.592	56838
2.593	53961
2.595	49471
2.597	43989
2.598	38751
2.600	34718
2.602	32269
2.603	30717
2.605	29057
2.607	27352
2.608	26574
2.610	25884
2.612	24191
2.613	22397
2.615	22158
2.617	22761
2.618	22503
2.620	21773
2.622	21498
2.623	21548
2.625	21665
2.627	22192
2.628	23080
2.630	23184
2.632	21187
2.633	18395
2.635	17268
2.637	17915
2.638	18348
2.640	17849
2.642	17114
2.643	16352
2.645	15954
2.647	16231
2.648	16914
2.650	17023
2.652	16997
2.653	17642
2.655	19376
2.657	20566
2.658	20422
2.660	19760
2.662	19849
2.663	20330
2.665	20881
2.667	22240
2.668	23988
2.670	25022
2.672	25226
2.673	25177
2.675	25642
2.677	26602
2.678	27347
2.680	27464
2.682	27291
2.683	26533
2.685	24821
2.687	23246
2.688	22506
2.690	22609
2.692	23379
2.693	24709
2.695	26709
2.697	30723
2.698	37548
2.700	46306
2.702	56677
2.703	68558
2.705	81401
2.707	94429
2.708	106968
2.710	117676
2.712	124740
2.713	126861
2.715	124232
2.717	118214
2.718	110075
2.720	99987
2.722	88267
2.723	77015
2.725	67953
2.727	60687
2.728	55026
2.730	51217
2.732	47873
2.733	44261
2.735	41702
2.737	40352
2.738	39445
2.740	38856
2.742	38228
2.743	37298
2.745	36644
2.747	36276
2.748	35207
2.750	33211
2.752	31179
2.753	30368
2.755	30581
2.757	30893
2.758	31209
2.760	32080
2.762	33430
2.763	34686
2.765	36070
2.767	38149
2.768	40975
2.770	43551
2.772	44213
2.773	43170
2.775	42128
2.777	42314
2.778	43093
2.780	43697
2.782	43550
2.783	42341
2.785	41175
2.787	42077
2.788	46876
2.790	56194
2.792	70230
2.793	88234
2.795	108369
2.797	128070
2.798	144072
2.800	152933
2.802	154161
2.803	148858
2.805	136187
2.807	117606
2.808	99217
2.810	85500
2.812	75738
2.813	68201
2.815	62437
2.817	58314
2.818	56294
2.820	55359
2.822	53579
2.823	51105
2.825	49808
2.827	49924
2.828	51348
2.830	54279
2.832	57822
2.833	59376
2.835	57384
2.837	52421
2.838	46200
2.840	40685
2.842	36927
2.843	34499
2.845	32761
2.847	31631
2.848	30309
2.850	27973
2.852	25986
2.853	26263
2.855	27453
2.857	27621
2.858	27108
2.860	27021
2.862	27227
2.863	27185
2.865	27038
2.867	27230
2.868	27672
2.870	28140
2.872	28453
2.873	28708
2.875	29125
2.877	29815
2.878	30196
2.880	29687
2.882	29080
2.883	29754
2.885	31003
2.887	30961
2.888	29669
2.890	29006
2.892	29602
2.893	30939
2.895	32289
2.897	32537
2.898	30998
2.900	28635
2.902	27013
2.903	26162
2.905	25400
2.907	24782
2.908	24303
2.910	23997
2.912	24980
2.913	28044
2.915	32117
2.917	35723
2.918	39006
2.920	42521
2.922	45242
2.923	45092
2.925	41552
2.927	37186
2.928	34581
2.930	33455
2.932	32217
2.933	31043
2.935	30873
2.937	31756
2.938	32876
2.940	33898
2.942	34466
2.943	34173
2.945	32653
2.947	30603
2.948	29696
2.950	29946
2.952	30063
2.953	30041
2.955	29998
2.957	29664
2.958	29016
2.960	28884
2.962	29163
2.963	29345
2.965	29558
2.967	30973
2.968	37334
2.970	55127
2.972	93653
2.973	164664
2.975	277266
2.977	430849
2.978	611134
2.980	786944
2.982	914668
2.983	960430
2.985	919966
2.987	812423
2.988	666162
2.990	514186
2.992	383014
2.993	282452
2.995	210989
2.997	165503
2.998	139608
3.000	124009
3.002	112911
3.003	102766
3.005	91760
3.007	80676
3.008	71109
3.010	61730
3.012	52075
3.013	44050
3.015	38822
3.017	36217
3.018	35268
3.020	34878
3.022	34592
3.023	34571
3.025	34402
3.027	33783
3.028	33140
3.030	32698
3.032	32295
3.033	31872
3.035	31251
3.037	30658
3.038	30453
3.040	30310
3.042	30092
3.043	30168
3.045	30664
3.047	30825
3.048	29858
3.050	28456
3.052	27777
3.053	28042
3.055	28553
3.057	30215
3.058	33469
3.060	36532
3.062	39578
3.063	47369
3.065	63359
3.067	86955
3.068	116089
3.070	149221
3.072	181723
3.073	205710
3.075	214333
3.077	206764
3.078	186499
3.080	156415
3.082	120724
3.083	87914
3.085	64446
3.087	49649
3.088	40102
3.090	34842
3.092	32773
3.093	32024
3.095	30864
3.097	28924
3.098	26741
3.100	25706
3.102	26119
3.103	27046
3.105	27266
3.107	26316
3.108	25160
3.110	25270
3.112	26141
3.113	26212
3.115	25570
3.117	25302
3.118	25565
3.120	25988
3.122	26453
3.123	26856
3.125	27316
3.127	27622
3.128	27658
3.130	27830
3.132	28441
3.133	28098
3.135	26693
3.137	25391
3.138	25101
3.140	24757
3.142	24216
3.143	24505
3.145	26659
3.147	29255
3.148	31840
3.150	35085
3.152	38312
3.153	39177
3.155	38151
3.157	37115
3.158	36272
3.160	35029
3.162	33621
3.163	32447
3.165	31406
3.167	30880
3.168	31368
3.170	31776
3.172	30415
3.173	28543
3.175	27987
3.177	28271
3.178	28594
3.180	28895
3.182	28009
3.183	25802
3.185	24459
3.187	24779
3.188	24907
3.190	24359
3.192	24347
3.193	25126
3.195	25298
3.197	24435
3.198	23450
3.200	23800
3.202	25458
3.203	27227
3.205	27581
3.207	26429
3.208	25132
3.210	25242
3.212	26352
3.213	26692
3.215	26224
3.217	25992
3.218	26871
3.220	28346
3.222	29541
3.223	29968
3.225	30141
3.227	30756
3.228	31863
3.230	32713
3.232	32670
3.233	32404
3.235	32642
3.237	32377
3.238	30886
3.240	29870
3.242	30412
3.243	31732
3.245	32260
3.247	32083
3.248	31549
3.250	31307
3.252	30993
3.253	30626
3.255	30467
3.257	30794
3.258	31081
3.260	31613
3.262	32833
3.263	34129
3.265	34480
3.267	33369
3.268	31417
3.270	29957
3.272	29636
3.273	29412
3.275	29513
3.277	31085
3.278	33473
3.280	34932
3.282	35517
3.283	36277
3.285	36746
3.287	36731
3.288	36584
3.290	36555
3.292	37043
3.293	38316
3.295	40190
3.297	41702
3.298	42487
3.300	42064
3.302	40487
3.303	39100
3.305	38958
3.307	39037
3.308	37964
3.310	36960
3.312	38098
3.313	40976
3.315	44277
3.317	47851
3.318	51257
3.320	53612
3.322	55292
3.323	57247
3.325	58938
3.327	59037
3.328	57369
3.330	54282
3.332	50217
3.333	46351
3.335	44207
3.337	43470
3.338	42054
3.340	39664
3.342	37005
3.343	34377
3.345	32412
3.347	31409
3.348	30909
3.350	30578
3.352	30728
3.353	30671
3.355	30713
3.357	31783
3.358	33273
3.360	33694
3.362	32872
3.363	31773
3.365	31222
3.367	31461
3.368	32372
3.370	33027
3.372	32585
3.373	31310
3.375	30422
3.377	30041
3.378	29630
3.380	29213
3.382	28677
3.383	28179
3.385	28158
3.387	28820
3.388	29561
3.390	29459
3.392	28599
3.393	27681
3.395	27454
3.397	27663
3.398	27757
3.400	28069
3.402	28706
3.403	29289
3.405	29423
3.407	29432
3.408	30406
3.410	32551
3.412	34662
3.413	35533
3.415	36103
3.417	36826
3.418	36408
3.420	35388
3.422	35845
3.423	38427
3.425	41214
3.427	43977
3.428	48684
3.430	58062
3.432	73207
3.433	94064
3.435	120933
3.437	151429
3.438	178517
3.440	194025
3.442	194701
3.443	182082
3.445	160081
3.447	132884
3.448	103891
3.450	76437
3.452	54209
3.453	39057
3.455	29854
3.457	24444
3.458	21308
3.460	20169
3.462	21010
3.463	22974
3.465	24444
3.467	25130
3.468	25959
3.470	27421
3.472	28437
3.473	27993
3.475	26878
3.477	26623
3.478	27718
3.480	29807
3.482	33069
3.483	38402
3.485	46261
3.487	57063
3.488	71938
3.490	92591
3.492	119714
3.493	151013
3.495	181366
3.497	204670
3.498	216329
3.500	214517
3.502	201579
3.503	183039
3.505	162262
3.507	139821
3.508	117656
3.510	98661
3.512	82574
3.513	67584
3.515	53397
3.517	41066
3.518	31550
3.520	25287
3.522	21460
3.523	18969
3.525	18401
3.527	19385
3.528	19998
3.530	19121
3.532	18207
3.533	18319
3.535	18879
3.537	18967
3.538	18318
3.540	17686
3.542	17046
3.543	16628
3.545	17126
3.547	19147
3.548	21494
3.550	23709
3.552	26064
3.553	29163
3.555	32696
3.557	35473
3.558	35779
3.560	33749
3.562	30865
3.563	28273
3.565	25790
3.567	23080
3.568	20620
3.570	19266
3.572	19650
3.573	21648
3.575	24721
3.577	29622
3.578	38019
3.580	49004
3.582	57793
3.583	62012
3.585	62545
3.587	60198
3.588	54456
3.590	46839
3.592	39520
3.593	33316
3.595	28172
3.597	24204
3.598	21658
3.600	20707
3.602	21139
3.603	22038
3.605	22593
3.607	22295
3.608	20930
3.610	18605
3.612	16758
3.613	16385
3.615	16739
3.617	16669
3.618	16384
3.620	16479
3.622	16759
3.623	16592
3.625	16585
3.627	17452
3.628	18853
3.630	20702
3.632	24944
3.633	34263
3.635	49711
3.637	71200
3.638	97649
3.640	125774
3.642	150148
3.643	166715
3.645	174428
3.647	171979
3.648	159610
3.650	143298
3.652	131032
3.653	126213
3.655	129040
3.657	139239
3.658	153338
3.660	165056
3.662	169486
3.663	165824
3.665	154134
3.667	134824
3.668	111090
3.670	87902
3.672	68766
3.673	54452
3.675	44479
3.677	37296
3.678	31718
3.680	27640
3.682	25559
3.683	25198
3.685	25200
3.687	24736
3.688	24101
3.690	22595
3.692	20076
3.693	18416
3.695	18778
3.697	19838
3.698	20061
3.700	19546
3.702	18671
3.703	17907
3.705	17169
3.707	16400
3.708	16307
3.710	17824
3.712	20490
3.713	23124
3.715	25912
3.717	29279
3.718	32447
3.720	34306
3.722	34429
3.723	33433
3.725	32258
3.727	31298
3.728	29928
3.730	27994
3.732	25904
3.733	24024
3.735	22614
3.737	21779
3.738	20829
3.740	19649
3.742	19074
3.743	19644
3.745	20016
3.747	19558
3.748	18797
3.750	18305
3.752	18299
3.753	18869
3.755	19318
3.757	18972
3.758	18644
3.760	18571
3.762	18042
3.763	17132
3.765	16930
3.767	16926
3.768	16681
3.770	17362
3.772	19663
3.773	21799
3.775	22044
3.777	20570
3.778	18840
3.780	18808
3.782	20104
3.783	20741
3.785	20517
3.787	20796
3.788	20904
3.790	20527
3.792	20633
3.793	22157
3.795	23243
3.797	22391
3.798	19949
3.800	18868
3.802	20260
3.803	22833
3.805	24682
3.807	24079
3.808	21337
3.810	19221
3.812	19598
3.813	20504
3.815	20432
3.817	19725
3.818	19494
3.820	19458
3.822	19261
3.823	18784
3.825	18495
3.827	18513
3.828	18575
3.830	18606
3.832	18418
3.833	18161
3.835	18219
3.837	18557
3.838	19101
3.840	19608
3.842	19177
3.843	17658
3.845	16774
3.847	17077
3.848	17809
3.850	19018
3.852	21650
3.853	25230
3.855	29283
3.857	32795
3.858	34430
3.860	33343
3.862	31093
3.863	29191
3.865	27380
3.867	24346
3.868	21184
3.870	19791
3.872	19785
3.873	19773
3.875	19844
3.877	20459
3.878	21091
3.880	21450
3.882	21708
3.883	22124
3.885	22806
3.887	22969
3.888	22520
3.890	21992
3.892	21715
3.893	21199
3.895	20349
3.897	19124
3.898	17976
3.900	17825
3.902	18387
3.903	18787
3.905	18354
3.907	17269
3.908	16696
3.910	17337
3.912	18350
3.913	19306
3.915	20974
3.917	24889
3.918	32956
3.920	47522
3.922	68356
3.923	92846
3.925	118379
3.927	141477
3.928	158658
3.930	166453
3.932	163115
3.933	149557
3.935	130690
3.937	111993
3.938	96888
3.940	87872
3.942	87080
3.943	97091
3.945	122204
3.947	165794
3.948	226983
3.950	300714
3.952	377266
3.953	444091
3.955	489733
3.957	503925
3.958	480305
3.960	423372
3.962	347482
3.963	266642
3.965	190918
3.967	129109
3.968	85888
3.970	59089
3.972	42636
3.973	32119
3.975	26448
3.977	25316
3.978	27259
3.980	29157
3.982	28791
3.983	27087
3.985	25669
3.987	24107
3.988	21973
3.990	20990
3.992	22339
3.993	24816
3.995	26948
3.997	28931
3.998	32259
4.000	37054
4.002	40567
4.003	41303
4.005	40569
4.007	39229
4.008	36184
4.010	32594
4.012	30737
4.013	30958
4.015	31186
4.017	29751
4.018	26713
4.020	23430
4.022	21645
4.023	21868
4.025	23527
4.027	25752
4.028	28271
4.030	30701
4.032	32746
4.033	34366
4.035	35145
4.037	34391
4.038	32499
4.040	30841
4.042	29426
4.043	26943
4.045	23788
4.047	22280
4.048	23070
4.050	24932
4.052	27990
4.053	32714
4.055	37668
4.057	40703
