[MS Spectrum]	
# of Peaks	314
Raw Spectrum	2.117 (scan : 71)
Background	No Background Spectrum
Base Peak	m/z 43.10 (Inten : 13,585)
Event#	1
m/z	Absolute Intensity
82.10	47
85.10	496
86.10	136
87.10	3
88.10	7
89.10	138
90.10	74
93.10	94
94.10	25
95.10	41
96.10	77
97.10	2
98.10	3
100.10	34
102.10	29
103.10	104
104.10	34
105.10	19229
106.10	18008
107.15	1531
108.10	167
112.20	33
115.20	45
120.15	521
138.10	47
139.20	43
140.10	7
142.10	31
143.10	9
144.10	38
145.10	2
148.10	23
150.10	65
151.10	9
152.20	21
153.20	11
154.20	57
155.10	37
156.10	51
157.10	10
160.20	10
166.20	13
167.20	12
170.20	41
172.20	14
174.10	16
175.10	11
177.20	47
179.10	24
181.10	14
182.20	23
186.20	19
189.10	44
190.10	16
192.10	44
196.20	28
197.10	28
200.10	60
203.10	23
208.10	30
210.20	50
211.10	22
212.10	20
215.20	11
216.10	46
217.20	13
219.20	47
221.10	30
224.10	15
228.10	9
230.10	24
231.10	55
233.20	13
235.20	29
236.10	51
237.20	28
239.20	36
241.20	3
245.20	4
247.10	21
255.20	24
256.20	45
258.10	43
260.10	61
264.10	15
269.20	30
270.20	15
271.20	3
272.20	9
274.20	32
277.10	28
278.10	8
279.10	17
280.10	11
284.20	10
287.10	1
289.20	9
291.10	17
294.20	20
295.10	16
296.10	2
298.10	18
299.10	72
300.10	22
302.10	15
304.10	33
305.10	22
308.10	43
309.10	11
313.10	29
314.10	5
315.20	9
317.20	15
318.10	37
319.20	3
320.10	32
321.10	10
322.10	31
323.20	6
326.10	13
330.10	41
331.10	5
333.20	14
335.20	71
336.20	42
338.20	46
339.10	7
342.10	42
343.20	2
344.20	45
346.10	53
348.10	99
352.10	44
353.10	11
355.20	10
357.10	33
358.20	34
360.20	27
363.10	9
364.20	10
365.10	11
367.10	64
369.10	3
371.20	41
372.10	13
373.10	7
374.20	21
378.10	24
380.10	22
381.10	3
382.10	13
388.10	28
391.10	27
392.20	14
394.20	6
396.10	1
[MS Spectrum]	
# of Peaks	210
Raw Spectrum	4.147 -> 4.150 (scan : 1289 -> 1291)
Background	4.135 <-> 4.172 (scan : 1282 <-> 1304)
Base Peak	m/z 281.00 (Inten : 29,777)
Event#	1
m/z	Absolute Intensity
35.00	83
37.00	47
39.10	114
42.10	240
45.10	730
46.10	53
47.10	31
48.10	18
54.10	45
55.15	320
56.15	310
59.15	423
61.10	19
62.20	3
65.10	83
69.10	221
70.10	15
73.10	3831
74.10	259
75.10	595
76.10	80
78.10	37
82.10	95
84.10	191
85.10	139
86.10	1
87.10	234
88.10	106
89.10	110
90.10	65
91.10	8
93.10	14
95.10	129
96.10	463
97.10	53
101.10	14
102.10	5
103.10	334
104.00	149
107.10	27
108.10	48
110.10	102
111.10	355
112.10	234
115.10	172
116.10	19
117.10	261
118.10	317
119.05	573
120.10	257
121.10	107
125.10	1625
126.05	416
127.10	44
128.10	34
131.10	139
132.10	44
133.10	4071
134.00	866
135.10	86
136.00	32
138.00	28
139.10	29
140.10	60
142.10	13
143.10	11
145.10	78
147.10	130
149.00	276
151.10	17
152.00	14
155.10	19
156.00	23
159.10	61
160.10	22
161.10	185
163.00	435
164.10	70
165.10	436
166.00	17
167.00	150
172.10	13
175.00	15
176.00	190
176.90	600
177.90	127
178.90	618
179.90	71
180.90	31
181.90	2
182.90	45
183.90	12
184.90	11
187.90	9
189.00	287
190.00	74
191.00	3113
192.00	489
192.90	1575
193.90	246
194.90	237
195.90	49
199.00	8
199.90	23
202.90	328
203.90	68
204.95	896
206.00	293
206.95	1876
207.95	491
209.00	242
210.00	60
211.00	9
212.00	10
215.90	27
217.00	65
219.00	51
220.90	106
223.00	65
226.00	10
229.90	8
231.00	30
234.00	32
234.90	449
235.90	50
237.00	47
238.90	51
240.00	22
241.00	2
242.00	18
246.90	32
247.90	33
248.95	3156
249.85	720
250.90	1309
252.00	324
253.00	95
254.90	63
256.00	12
256.90	4
259.90	25
261.00	29
264.00	30
265.00	3562
265.95	1311
267.00	694
268.00	227
269.00	75
270.00	4
271.00	16
275.00	31
277.00	33
280.00	42
281.00	29777
282.05	7679
283.05	4873
284.05	933
285.00	366
289.00	16
290.00	1
295.00	12
299.00	40
302.00	35
304.00	39
305.00	58
307.00	8
310.00	37
312.00	3
313.00	11
314.00	22
316.00	11
318.00	9
319.00	55
320.00	3
324.00	5
325.00	2
328.00	12
330.00	13
332.00	19
334.00	6
336.00	15
337.00	27
339.00	22
340.00	29
342.00	10
344.00	14
345.00	47
346.00	41
348.00	22
352.00	42
354.00	11
355.00	31
356.00	31
358.00	45
360.00	8
361.00	20
367.00	26
368.00	24
369.00	23
378.00	8
379.00	10
380.00	12
382.00	19
384.00	32
387.00	26
389.00	48
391.00	26
392.00	11
395.00	43
399.00	45
[MS Spectrum]	
# of Peaks	234
Raw Spectrum	4.258 -> 4.262 (scan : 1356 -> 1358)
Background	4.222 <-> 4.285 (scan : 1334 <-> 1372)
Base Peak	m/z 93.10 (Inten : 24,602)
Event#	1
m/z	Absolute Intensity
35.00	1
37.00	86
38.00	101
39.10	4985
40.10	594
41.10	17667
42.15	2927
43.15	5801
45.00	76
46.00	55
49.00	17
50.00	300
51.10	1100
52.10	610
53.10	2395
54.10	1091
55.10	6660
56.15	6449
57.10	3795
58.10	315
59.10	94
60.10	58
61.10	48
62.10	44
63.10	327
64.00	14
64.95	1150
66.05	536
67.10	3201
68.10	1257
69.15	12439
70.15	4550
71.10	659
72.10	2
73.10	96
75.10	19
76.10	183
77.10	5067
78.10	725
79.10	5312
80.10	3296
81.10	1420
82.10	968
83.15	2160
84.05	1137
85.20	253
87.20	104
88.10	51
89.10	67
90.10	7
91.10	6428
92.10	2642
93.10	24602
94.15	3420
95.10	323
96.10	350
97.15	1380
98.20	455
101.20	74
102.20	51
103.20	182
104.20	65
105.10	353
106.20	208
107.15	1038
108.10	359
109.10	57
110.10	110
111.25	585
112.20	284
113.20	61
115.20	157
116.20	25
117.20	142
118.10	104
119.10	50
121.15	2437
122.20	198
123.20	47
124.20	44
125.20	17
132.20	17
135.20	90
136.15	2084
137.20	328
138.20	12
140.20	133
141.20	44
142.20	47
145.10	3
148.20	9
149.20	35
153.20	15
154.10	4
157.20	61
159.20	26
160.20	18
162.10	43
164.20	86
165.20	15
166.20	47
167.20	8
170.20	17
171.20	24
173.20	52
175.20	23
176.20	39
177.20	17
181.20	50
183.20	15
184.20	41
185.20	28
187.10	37
188.20	18
189.10	22
190.20	6
191.10	3
195.10	90
197.10	41
199.10	30
201.20	34
202.10	6
204.20	44
206.20	29
208.20	12
209.20	25
212.10	6
213.10	11
217.20	17
218.20	14
219.20	2
220.20	42
221.20	9
222.20	23
223.10	49
224.10	23
225.20	6
226.20	22
227.20	27
228.20	33
229.20	33
230.10	57
231.10	40
232.20	18
233.10	1
234.10	25
236.10	34
238.10	25
240.10	31
242.10	29
246.20	64
250.20	30
254.20	5
255.10	22
256.20	20
258.20	18
259.20	3
260.20	31
261.10	1
265.20	52
267.20	3
268.20	15
269.20	12
270.20	6
271.10	16
272.20	13
276.20	9
278.20	39
284.20	39
285.10	52
286.20	8
289.20	31
291.10	18
294.10	12
295.20	61
296.20	3
298.20	16
299.20	21
302.20	11
304.20	50
305.20	30
306.20	50
308.20	22
309.20	31
310.20	10
311.20	6
312.20	35
313.20	15
316.20	30
318.20	17
319.20	30
320.20	29
322.20	6
323.10	13
325.20	9
326.20	26
327.10	10
328.20	35
329.20	69
330.10	17
332.20	34
333.20	32
335.10	32
336.20	41
339.10	61
342.20	19
343.20	62
344.20	84
346.10	54
349.10	9
350.10	7
352.10	42
353.20	60
354.20	24
357.20	21
358.10	21
360.20	5
362.10	14
369.20	48
370.20	17
372.20	55
373.20	23
377.20	6
379.20	19
382.20	27
383.10	8
390.20	17
391.10	27
392.20	19
393.10	38
394.20	60
395.20	9
397.20	41
399.10	5
[MS Spectrum]	
# of Peaks	187
Raw Spectrum	4.322 -> 4.325 (scan : 1394 -> 1396)
Background	4.305 <-> 4.358 (scan : 1384 <-> 1416)
Base Peak	m/z 43.10 (Inten : 7,391)
Event#	1
m/z	Absolute Intensity
36.00	15
38.00	46
39.10	1407
40.05	338
41.10	5023
42.10	2259
43.10	7391
44.10	3907
45.10	1276
46.10	61
47.10	34
49.10	61
50.10	35
51.10	204
52.10	71
53.10	462
54.15	559
55.10	2583
56.15	3729
57.10	4247
58.10	215
59.10	296
60.10	128
61.10	29
65.10	240
66.10	197
67.10	1187
68.15	1279
69.10	1902
70.10	504
71.15	1055
72.15	493
73.20	97
74.10	31
75.20	26
77.10	100
78.20	64
79.10	219
80.20	39
81.05	588
82.20	1215
83.10	180
84.10	2336
85.15	1491
86.20	88
88.20	54
89.20	103
90.20	14
91.20	166
92.20	23
93.20	102
94.20	51
95.20	254
97.20	22
98.20	154
99.20	362
100.20	339
103.20	89
104.10	157
105.15	1352
106.10	6
107.10	45
108.10	50
109.10	23
110.10	101
111.10	1
113.10	202
116.10	13
119.10	57
120.10	722
121.10	72
124.10	22
125.10	24
126.10	68
127.10	39
128.10	18
129.10	24
134.10	28
135.10	18
136.10	33
137.10	10
138.10	16
139.10	20
142.10	65
145.10	16
147.10	19
150.10	10
154.10	84
156.10	12
157.10	16
159.10	19
160.10	34
161.10	102
164.10	34
165.10	8
169.10	4
170.10	26
174.10	50
178.10	10
179.10	15
181.10	42
183.10	8
189.10	49
191.10	12
192.10	19
193.10	25
196.10	6
199.10	6
200.10	18
201.10	11
203.10	54
205.10	97
209.10	45
215.10	9
216.10	53
217.10	19
219.10	35
220.10	7
223.10	23
224.10	31
225.10	14
226.10	10
229.10	18
231.10	9
232.10	13
233.10	6
235.10	35
236.10	66
237.10	6
240.10	34
245.10	25
246.10	3
247.10	28
249.10	55
250.10	16
251.10	34
258.10	1
262.10	15
263.10	32
266.10	6
269.10	27
271.10	19
273.10	16
276.10	17
283.10	7
289.10	9
292.10	7
293.10	29
295.10	27
296.10	15
297.10	34
300.10	3
302.10	15
303.10	9
308.10	59
309.10	1
314.10	43
317.10	16
318.10	15
319.10	17
320.10	6
332.10	12
335.10	22
340.10	21
341.10	28
345.10	8
347.10	5
348.10	16
357.10	18
363.10	14
364.10	47
367.10	11
368.10	30
369.10	5
370.10	29
374.10	23
376.10	16
377.10	44
382.10	13
384.10	15
387.10	26
388.10	15
391.10	3
393.10	33
396.10	22
398.10	58
399.10	8
[MS Spectrum]	
# of Peaks	217
Raw Spectrum	4.452 -> 4.455 (scan : 1472 -> 1474)
Background	4.422 <-> 4.478 (scan : 1454 <-> 1488)
Base Peak	m/z 93.15 (Inten : 29,960)
Event#	1
m/z	Absolute Intensity
36.00	10
37.00	49
38.00	247
39.10	4249
40.10	1195
41.10	5548
42.15	307
43.10	4360
44.10	394
46.10	99
48.00	17
50.00	238
51.05	1501
52.15	650
53.15	2502
54.10	395
55.10	1507
58.05	331
59.10	182
60.00	74
61.00	21
62.10	63
63.00	384
64.00	134
65.10	1972
66.10	458
67.10	3147
68.15	559
69.10	357
70.10	45
71.10	118
72.10	144
73.10	7
74.10	56
75.10	11
76.10	19
77.10	9158
78.10	1114
79.10	9315
80.10	7067
81.10	1293
82.10	101
84.10	139
85.10	74
86.10	19
88.10	27
89.10	85
90.10	43
91.10	13959
92.10	9228
93.15	29960
94.15	3507
95.10	414
96.10	31
98.10	62
100.10	18
102.10	60
103.10	732
104.10	209
105.15	4292
106.10	479
107.15	1913
108.10	476
109.20	119
112.10	42
113.20	45
115.10	341
117.20	369
118.10	72
119.20	1441
120.20	229
121.15	4482
122.15	692
123.10	19
124.20	14
126.10	18
127.10	26
128.10	7
129.20	4
130.20	1
131.20	33
132.10	45
133.20	75
134.20	256
135.20	30
136.25	4589
137.20	562
139.20	32
140.20	46
141.20	16
142.20	13
144.20	7
145.20	38
147.20	19
148.20	11
150.20	1
153.20	5
156.20	15
158.20	32
163.20	8
164.20	7
172.20	8
173.20	37
177.20	13
180.20	7
181.20	11
182.20	19
183.20	6
189.20	1
194.20	18
197.20	6
199.20	22
200.20	25
202.20	28
203.20	51
204.20	22
205.20	18
206.20	29
207.20	27
208.20	4
210.20	16
217.20	19
219.20	3
220.20	23
221.20	20
222.20	26
223.20	59
224.20	9
226.20	18
227.20	2
228.20	23
229.20	7
230.20	4
233.20	56
235.20	11
236.20	5
237.20	28
238.20	22
241.20	35
243.20	50
245.20	33
246.20	14
247.20	11
248.20	4
249.20	7
250.20	15
252.20	26
253.20	20
258.20	19
260.20	39
262.20	15
264.20	26
265.20	12
266.20	13
267.20	8
268.20	16
269.20	40
272.20	2
274.20	33
278.20	19
280.20	7
282.20	11
284.20	41
289.20	6
290.20	43
292.20	39
294.20	5
295.20	15
296.20	42
297.20	22
298.20	16
299.20	15
302.20	6
303.20	26
305.20	45
307.20	19
310.20	28
311.20	13
316.20	53
317.20	4
318.20	30
322.20	22
323.20	9
325.20	8
326.20	10
327.20	18
328.20	25
330.20	36
334.20	43
335.20	3
336.20	42
337.20	1
343.20	45
344.20	23
345.20	6
347.20	7
349.20	29
351.20	7
352.20	20
354.20	31
357.20	8
359.20	18
360.20	22
362.20	15
363.20	18
365.20	31
368.20	41
369.20	38
371.20	57
375.20	34
376.20	25
377.20	8
379.20	20
380.20	17
386.20	35
393.20	4
395.20	16
[MS Spectrum]	
# of Peaks	171
Raw Spectrum	4.498 -> 4.502 (scan : 1500 -> 1502)
Background	4.478 <-> 4.518 (scan : 1488 <-> 1512)
Base Peak	m/z 57.15 (Inten : 40,743)
Event#	1
m/z	Absolute Intensity
35.00	1
38.00	79
39.10	2203
40.10	372
41.10	13255
42.10	2414
43.10	12648
44.05	194
45.10	435
46.10	9
50.10	105
51.10	90
52.10	12
53.10	704
54.10	719
55.10	10154
56.15	8217
57.15	40743
58.15	1215
59.15	402
61.10	5
64.10	15
65.10	35
66.10	56
67.15	441
68.10	469
69.10	3392
70.10	7823
71.15	1524
72.10	1566
73.10	212
77.10	136
78.10	34
79.10	202
81.10	208
82.10	1543
83.15	7345
84.15	3104
85.10	305
92.10	37
93.10	17
94.10	64
96.10	99
97.20	556
98.15	1926
99.20	337
100.10	66
101.20	58
106.20	29
110.20	99
111.10	40
112.15	641
113.20	43
127.20	1
129.20	75
130.20	41
132.20	47
133.10	14
140.20	35
141.10	49
143.20	19
145.20	5
147.20	3
150.20	29
152.20	39
154.20	30
157.10	4
159.10	11
161.20	3
164.10	14
168.10	13
172.20	24
173.20	4
175.10	16
178.20	10
181.10	28
183.10	14
184.20	40
186.20	65
188.20	15
189.20	9
190.10	16
191.20	13
196.20	14
200.20	36
201.20	22
204.10	25
205.10	4
212.20	56
213.20	51
214.20	27
220.10	8
222.20	2
223.20	45
224.10	25
227.20	27
228.20	34
229.10	3
231.20	19
233.10	35
234.20	8
235.10	17
236.10	2
243.20	15
246.20	14
250.10	7
255.10	7
257.20	2
259.10	3
264.20	33
265.20	36
266.10	6
267.10	9
268.10	1
273.20	32
274.20	22
276.20	23
278.20	20
281.20	50
285.10	24
286.10	8
288.10	23
289.10	18
293.20	19
295.10	6
298.20	26
305.20	6
306.20	4
307.20	25
309.20	49
310.20	12
311.10	40
314.10	10
315.20	13
318.20	9
322.10	42
323.10	8
324.10	19
328.10	14
329.10	22
332.20	7
333.20	21
336.20	19
338.20	34
339.20	37
342.10	25
343.20	20
348.20	9
349.20	31
352.20	5
355.10	7
358.20	26
359.20	22
362.20	10
363.20	6
365.10	8
366.20	33
367.20	16
372.20	24
373.20	45
375.10	11
377.20	21
379.20	16
383.10	39
384.20	11
386.20	33
388.10	4
389.10	29
394.20	20
397.20	18
398.20	18
[MS Spectrum]	
# of Peaks	160
Raw Spectrum	4.527 -> 4.530 (scan : 1517 -> 1519)
Background	4.518 <-> 4.548 (scan : 1512 <-> 1530)
Base Peak	m/z 119.15 (Inten : 3,248)
Event#	1
m/z	Absolute Intensity
36.00	8
39.10	379
41.10	54
44.00	262
47.00	1
48.00	5
49.10	82
50.00	88
51.00	111
52.00	144
56.20	249
58.20	14
62.20	67
63.20	208
64.20	12
65.20	427
66.20	85
70.10	58
71.20	157
73.20	25
74.20	143
77.05	490
78.00	102
79.20	248
80.20	21
86.20	31
88.20	7
89.00	70
90.10	53
91.10	942
92.10	163
93.10	249
94.10	51
97.10	9
98.10	73
100.10	17
101.10	126
102.10	26
103.10	151
104.10	125
105.15	1249
106.10	76
107.10	4
108.10	22
112.10	7
114.20	25
115.10	228
116.10	42
117.10	273
119.15	3248
120.15	1090
121.20	101
124.10	29
127.20	7
128.10	30
130.10	7
132.20	31
133.10	44
134.25	953
140.20	38
141.20	40
146.10	16
147.20	8
148.10	27
149.20	32
151.20	18
154.10	43
155.20	13
160.20	5
165.20	26
173.10	15
174.10	40
178.20	2
179.20	8
181.10	4
184.20	13
189.10	18
212.20	2
213.10	12
214.20	27
220.20	7
221.20	40
222.10	19
223.10	20
224.10	25
225.20	12
227.20	18
228.10	25
231.20	36
234.20	8
239.10	15
243.20	31
244.10	27
248.20	2
255.20	15
257.20	6
263.20	23
265.20	8
268.10	33
273.10	42
274.20	15
276.20	76
283.20	19
284.20	16
286.20	14
287.20	21
289.20	39
293.20	40
298.20	46
299.20	5
300.10	7
306.20	3
307.20	3
308.20	8
314.20	55
315.20	18
317.10	5
318.20	7
320.10	9
323.10	17
326.10	5
328.10	12
330.10	4
332.20	30
333.20	26
336.20	20
337.10	13
338.20	25
339.20	8
342.20	3
343.20	17
346.20	7
347.10	15
348.10	27
349.10	30
350.20	37
358.10	18
361.20	9
362.20	20
364.10	11
365.10	19
366.10	20
367.20	5
368.10	43
369.10	34
370.10	6
371.20	15
372.10	27
373.10	26
374.10	25
377.10	8
378.10	20
381.20	14
383.10	19
385.20	10
387.20	55
388.10	49
392.20	12
393.20	2
398.20	31
[MS Spectrum]	
# of Peaks	192
Raw Spectrum	4.570 -> 4.573 (scan : 1543 -> 1545)
Background	4.548 <-> 4.628 (scan : 1530 <-> 1578)
Base Peak	m/z 68.10 (Inten : 19,166)
Event#	1
m/z	Absolute Intensity
36.00	14
37.00	2
38.00	88
39.10	3949
40.10	1435
41.15	3926
42.15	655
43.10	444
44.05	146
47.10	14
48.10	34
50.10	291
51.10	1258
52.10	678
53.15	4145
54.10	203
55.10	978
58.10	67
59.20	39
62.10	44
63.10	202
64.10	89
65.10	1633
66.10	537
67.15	13969
68.10	19166
69.15	1532
72.20	27
75.20	4
77.10	2631
78.10	929
79.10	5942
80.15	2101
81.10	2149
82.10	276
83.10	119
85.10	12
88.10	25
90.10	8
91.10	2630
92.10	4940
93.15	13471
94.15	6054
95.15	2082
96.20	111
98.20	110
101.10	27
102.10	53
103.20	64
104.10	53
105.15	932
106.10	301
107.15	3713
108.15	934
109.20	150
111.20	41
112.20	128
114.20	33
116.20	23
119.20	178
121.20	3192
122.20	267
124.20	160
125.20	30
126.20	34
129.20	73
131.20	38
132.20	104
133.20	21
134.20	42
135.20	54
136.20	3444
137.20	457
141.20	10
142.20	45
143.20	44
149.20	43
152.20	11
155.20	35
156.20	49
159.20	7
160.20	6
163.20	24
164.20	36
165.20	16
166.20	8
168.20	30
169.20	16
173.20	2
175.20	16
176.20	5
180.20	22
181.20	35
182.20	62
184.20	8
185.20	30
188.20	28
192.20	49
194.20	14
200.20	24
205.20	11
206.20	33
208.20	16
210.20	43
211.20	9
212.20	32
213.20	2
214.20	11
217.20	14
218.20	29
219.20	2
220.20	3
221.20	18
222.20	7
223.20	43
228.20	16
234.20	22
235.20	26
236.20	30
239.20	3
241.20	4
245.20	27
247.20	8
248.20	16
249.20	41
250.20	7
251.20	28
253.20	20
254.20	21
256.20	21
259.20	21
260.20	33
261.20	6
262.20	32
263.20	17
265.20	53
267.20	19
268.20	20
269.20	26
271.20	6
275.20	16
276.20	6
280.20	18
281.20	51
283.20	13
284.20	12
293.20	35
300.20	13
303.20	14
305.20	4
311.20	15
313.20	13
314.20	5
317.20	9
322.20	46
324.20	14
325.20	7
326.20	25
329.20	6
332.20	11
337.20	35
339.20	8
340.20	22
341.20	20
342.20	24
343.20	17
344.20	42
345.20	5
346.20	15
350.20	12
351.20	22
352.20	23
353.20	40
356.20	12
360.20	43
361.20	6
362.20	56
364.20	36
365.20	29
367.20	6
376.20	21
380.20	11
382.20	29
384.20	28
385.20	22
387.20	22
390.20	55
392.20	14
393.20	3
395.20	11
397.20	3
398.20	54
[MS Spectrum]	
# of Peaks	160
Raw Spectrum	4.687 -> 4.690 (scan : 1613 -> 1615)
Background	4.628 <-> 4.788 (scan : 1578 <-> 1674)
Base Peak	m/z 57.15 (Inten : 2,663)
Event#	1
m/z	Absolute Intensity
37.00	25
38.00	56
39.05	511
41.10	683
42.15	519
43.10	1401
44.05	242
47.00	35
52.10	37
54.10	104
55.10	869
56.15	329
57.15	2663
58.10	54
62.10	11
64.10	15
67.10	28
68.10	97
69.10	429
70.15	767
71.20	1610
72.20	10
76.10	4
78.20	66
80.10	16
81.20	108
82.20	118
83.20	165
84.15	216
85.10	1023
89.10	27
93.10	4
94.10	21
98.10	193
99.10	3
100.10	25
101.10	2
102.10	16
103.10	1
104.10	20
105.10	76
111.10	23
112.10	40
113.10	208
114.10	68
115.10	85
116.10	23
119.10	11
121.10	139
126.10	15
127.10	199
132.10	36
133.10	2
134.10	47
135.10	87
136.10	13
139.10	17
141.10	16
144.10	15
146.10	10
148.10	8
152.10	4
153.10	54
157.10	5
158.10	64
159.10	60
160.10	22
165.10	60
167.10	53
169.10	13
173.10	30
176.10	20
178.10	23
180.10	3
183.10	20
188.10	31
189.10	1
190.10	19
191.10	6
192.10	16
193.10	13
201.10	6
205.10	46
207.10	73
209.10	33
212.10	32
215.10	7
216.10	3
217.10	5
218.10	20
220.10	38
221.10	6
227.10	22
235.10	21
236.10	19
238.10	20
243.10	8
245.10	20
247.10	18
249.10	73
254.10	8
255.10	14
257.10	55
258.10	24
259.10	5
262.10	35
265.10	61
267.10	1
270.10	18
274.10	6
276.10	28
281.10	23
282.10	25
284.10	8
285.10	10
294.10	4
297.10	48
298.10	2
300.10	19
301.10	12
302.10	26
303.10	31
305.10	26
306.10	25
309.10	42
313.10	8
315.10	22
317.10	15
318.10	19
319.10	1
320.10	4
321.10	3
325.10	67
326.10	16
327.10	16
329.10	7
339.10	15
340.10	28
341.10	12
343.10	45
345.10	27
346.10	31
349.10	7
350.10	5
352.10	41
355.10	13
356.10	17
360.10	4
365.10	24
367.10	21
373.10	1
375.10	10
380.10	36
381.10	41
382.10	1
384.10	39
385.10	4
392.10	4
396.10	19
398.10	3
[MS Spectrum]	
# of Peaks	192
Raw Spectrum	4.803 -> 4.807 (scan : 1683 -> 1685)
Background	4.788 <-> 4.832 (scan : 1674 <-> 1700)
Base Peak	m/z 105.10 (Inten : 9,548)
Event#	1
m/z	Absolute Intensity
35.00	5
37.00	135
38.15	350
39.10	705
41.10	147
42.10	203
43.10	1558
44.05	120
47.10	17
48.10	39
49.10	88
50.10	1107
51.05	3213
52.45	169
54.10	7
57.10	526
58.10	111
62.10	114
63.10	359
64.10	56
65.10	49
66.10	15
68.10	102
69.15	56
70.10	70
72.10	8
73.10	181
74.10	379
75.10	90
76.10	387
77.10	8733
78.05	829
79.10	110
80.10	4
81.10	23
84.10	166
85.10	12
87.10	3
89.10	128
91.10	136
92.10	107
96.10	17
98.10	17
99.10	101
100.10	9
103.10	68
104.10	17
105.10	9548
106.10	761
107.10	133
113.20	71
114.10	51
115.10	78
116.20	48
117.10	51
119.10	19
120.15	3360
121.20	358
122.20	86
123.10	23
125.20	3
127.10	73
129.20	17
131.10	42
132.10	10
133.10	9
135.20	9
136.20	79
137.10	11
139.20	32
141.20	48
147.20	33
152.20	23
153.10	9
155.20	31
158.20	40
161.20	4
162.20	33
163.20	4
164.20	3
165.20	2
169.20	48
170.10	3
171.20	4
172.20	30
173.20	9
174.20	15
175.20	13
176.20	38
178.20	3
182.20	11
183.20	18
188.10	42
193.20	41
199.10	32
201.20	1
202.20	26
204.10	26
205.20	23
206.10	5
211.20	14
212.20	28
213.20	25
216.20	4
221.10	30
222.20	44
223.20	10
224.20	43
227.10	49
229.10	2
233.20	18
238.10	39
242.20	11
245.20	1
248.20	50
249.20	49
250.20	29
256.20	15
258.20	15
261.10	5
262.10	82
265.20	28
266.20	8
267.20	1
268.20	15
270.20	5
272.20	28
273.20	1
277.20	21
282.20	29
284.20	40
285.20	22
290.20	10
291.10	22
293.20	34
298.10	14
299.20	32
300.10	55
302.20	36
303.20	15
304.20	7
305.10	2
306.10	6
307.10	22
309.10	11
312.20	56
316.10	28
319.10	29
320.10	10
321.20	4
323.20	15
326.10	12
327.10	27
328.10	43
329.10	4
330.20	17
331.10	4
332.20	2
333.10	14
334.20	65
336.20	27
338.10	5
339.20	18
341.10	2
342.10	27
343.10	27
346.20	58
347.20	35
348.20	16
350.10	63
351.10	2
355.20	12
358.20	5
359.20	6
360.20	8
361.10	11
362.10	9
367.20	21
372.10	69
373.20	15
374.20	5
375.20	10
376.20	52
377.20	15
383.10	9
384.10	3
385.20	24
387.10	5
388.10	7
390.20	30
394.10	2
395.20	1
[MS Spectrum]	
# of Peaks	202
Raw Spectrum	4.920 -> 4.923 (scan : 1753 -> 1755)
Background	4.892 <-> 4.952 (scan : 1736 <-> 1772)
Base Peak	m/z 43.10 (Inten : 13,011)
Event#	1
m/z	Absolute Intensity
35.00	33
36.00	4
37.00	18
38.00	78
39.10	893
40.05	11
41.10	895
42.15	64
43.10	13011
44.05	459
45.10	193
46.10	120
47.10	18
48.10	8
50.10	428
51.10	1797
52.15	471
53.10	251
54.10	22
55.15	97
57.15	534
58.10	34
59.05	444
60.10	79
60.60	213
62.10	78
63.10	267
65.10	246
66.10	44
67.10	133
71.05	532
74.10	123
75.10	183
76.10	158
77.10	1962
78.05	1549
81.10	112
82.00	12
83.10	268
86.00	52
87.00	72
88.00	15
89.10	145
91.10	1292
93.10	100
94.10	34
95.10	120
97.10	85
98.10	17
100.10	17
101.10	21
102.10	100
103.10	1036
104.10	76
105.15	142
106.10	116
107.10	5
108.10	42
109.10	5
111.10	46
112.20	87
113.10	32
115.15	404
116.10	125
117.15	1629
118.15	2338
119.10	474
120.10	310
121.15	7081
122.15	533
126.20	5
127.10	30
130.10	91
134.10	46
136.15	494
139.20	3
141.20	7
144.20	24
145.20	46
148.20	31
155.20	9
156.20	50
157.20	19
158.20	36
160.20	47
161.20	23
162.20	56
166.20	59
167.20	16
168.20	8
169.20	1
171.20	28
174.20	36
175.20	93
176.20	20
177.20	29
178.20	22
181.20	1
182.20	8
185.20	54
186.20	24
190.20	27
195.20	32
196.20	2
198.20	46
199.20	61
200.20	3
203.20	66
205.20	3
207.20	68
208.20	41
209.20	17
210.20	36
214.20	9
217.20	1
218.20	8
219.20	71
221.20	10
222.20	1
223.20	66
224.20	72
227.20	1
230.20	46
233.20	7
235.20	51
238.20	36
242.20	11
245.20	10
246.20	11
247.20	23
250.20	6
252.20	47
253.20	21
254.20	33
255.20	29
259.20	3
263.20	20
266.20	63
267.20	28
268.20	12
271.20	8
273.20	43
274.20	32
276.20	34
277.20	27
278.20	18
280.20	17
281.20	8
288.20	16
299.20	24
302.20	6
305.20	32
306.20	12
308.20	8
309.20	6
311.20	11
314.20	21
315.20	38
318.20	35
321.20	45
324.20	20
325.20	39
328.20	5
330.20	14
331.20	51
332.20	31
334.20	12
335.20	46
336.20	24
345.20	39
346.20	11
351.20	24
352.20	63
353.20	8
354.20	40
357.20	11
358.20	7
359.20	17
361.20	39
362.20	24
363.20	30
366.20	19
370.20	25
372.20	1
373.20	33
374.20	18
375.20	32
376.20	28
377.20	29
381.20	4
383.20	7
385.20	50
386.20	16
387.20	43
388.20	12
390.20	55
391.20	73
